major_group,analysis_group,condition,source_condition,replicate,sample_id,cell_id,experiment,n_radius_points,radius_min,radius_max,auc,actuator,stimulation,ligand,is_primary_condition,normalization_reference,matched_control_reference_raw_auc
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,11,,hCTZ__r11__sNA,NoActuator_rep11,43,0.0,210.0,1.0983240223463686,NoActuator,Stimulated,hCTZ,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,12,,hCTZ__r12__sNA,NoActuator_rep12,48,0.0,235.0,1.4681564245810055,NoActuator,Stimulated,hCTZ,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,1,,uPSEM__r1__sNA,NoActuator_rep1,66,5.0,330.0,1.1921787709497207,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,2,,uPSEM__r2__sNA,NoActuator_rep2,36,5.0,180.0,0.47262569832402235,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,3,,uPSEM__r3__sNA,NoActuator_rep3,33,5.0,165.0,0.5497206703910614,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,4,,uPSEM__r4__sNA,NoActuator_rep4,44,5.0,220.0,0.48156424581005586,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,5,,uPSEM__r5__sNA,NoActuator_rep5,33,5.0,165.0,0.4994413407821229,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,6,,uPSEM__r6__sNA,NoActuator_rep6,47,5.0,235.0,0.3139664804469274,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,7,,uPSEM__r7__sNA,NoActuator_rep7,37,5.0,185.0,0.5910614525139665,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,8,,uPSEM__r8__sNA,NoActuator_rep8,33,5.0,165.0,0.906145251396648,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,9,,uPSEM__r9__sNA,NoActuator_rep9,50,5.0,250.0,0.7385474860335196,NoActuator,Stimulated,uPSEM,False,matched_control_median,2237.5
