major_group,analysis_group,condition,source_condition,replicate,sample_id,cell_id,experiment,n_radius_points,radius_min,radius_max,auc,actuator,stimulation,ligand,is_primary_condition,normalization_reference,matched_control_reference_raw_auc
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,1,,MEDIA__r1__sNA,NoActuator_rep1,58,5.0,290.0,1.4873622196883314,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,2,,MEDIA__r2__sNA,NoActuator_rep2,43,5.0,215.0,0.7149372862029646,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,3,,MEDIA__r3__sNA,NoActuator_rep3,55,5.0,275.0,1.1696123147092359,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,4,,MEDIA__r4__sNA,NoActuator_rep4,109,5.0,545.0,1.6086088939566703,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,5,,MEDIA__r5__sNA,NoActuator_rep5,52,5.0,260.0,0.49230330672748,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,6,,MEDIA__r6__sNA,NoActuator_rep6,53,5.0,265.0,0.3877803116685671,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,7,,MEDIA__r7__sNA,NoActuator_rep7,52,5.0,260.0,0.9354808057772709,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,8,,MEDIA__r8__sNA,NoActuator_rep8,52,5.0,260.0,0.9312998859749144,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,9,,MEDIA__r9__sNA,NoActuator_rep9,107,5.0,535.0,1.3452109464082098,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,10,,MEDIA__r10__sNA,NoActuator_rep10,56,5.0,280.0,0.8727670087419231,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_Vehicle,MEDIA,11,,MEDIA__r11__sNA,NoActuator_rep11,68,5.0,340.0,1.0546370201444317,NoActuator,Vehicle,none,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,1,,hCTZ__r1__sNA,NoActuator_rep1,63,0.0,310.0,0.904123907259597,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,2,,hCTZ__r2__sNA,NoActuator_rep2,86,0.0,425.0,1.5950209045990116,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,3,,hCTZ__r3__sNA,NoActuator_rep3,50,0.0,245.0,0.8121436716077537,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,4,,hCTZ__r4__sNA,NoActuator_rep4,82,0.0,405.0,0.8330482706195362,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,5,,hCTZ__r5__sNA,NoActuator_rep5,85,0.0,420.0,0.8508171797795514,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,6,,hCTZ__r6__sNA,NoActuator_rep6,56,0.0,275.0,0.9981946028126187,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,7,,hCTZ__r7__sNA,NoActuator_rep7,37,0.0,180.0,0.6114595210946407,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,8,,hCTZ__r8__sNA,NoActuator_rep8,73,0.0,360.0,1.066134549600912,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,9,,hCTZ__r9__sNA,NoActuator_rep9,57,0.0,280.0,0.6720828582288103,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,10,,hCTZ__r10__sNA,NoActuator_rep10,73,0.0,360.0,0.9804256936526035,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,11,,hCTZ__r11__sNA,NoActuator_rep11,43,0.0,210.0,1.0274610414291143,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_hCTZ,hCTZ,12,,hCTZ__r12__sNA,NoActuator_rep12,48,0.0,235.0,1.3734321550741162,NoActuator,Stimulated,hCTZ,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,1,,uPSEM__r1__sNA,NoActuator_rep1,66,5.0,330.0,1.1152603572786013,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,2,,uPSEM__r2__sNA,NoActuator_rep2,36,5.0,180.0,0.4421322690992018,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,3,,uPSEM__r3__sNA,NoActuator_rep3,33,5.0,165.0,0.5142531356898518,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,4,,uPSEM__r4__sNA,NoActuator_rep4,44,5.0,220.0,0.4504941087039148,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,5,,uPSEM__r5__sNA,NoActuator_rep5,33,5.0,165.0,0.4672177879133409,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,6,,uPSEM__r6__sNA,NoActuator_rep6,47,5.0,235.0,0.2937096161155454,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,7,,uPSEM__r7__sNA,NoActuator_rep7,37,5.0,185.0,0.5529266438616495,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,8,,uPSEM__r8__sNA,NoActuator_rep8,33,5.0,165.0,0.847681489927784,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
Group III: ligand/media-only control,Group III (Ligand/media-only control),None_uPSEM,uPSEM,9,,uPSEM__r9__sNA,NoActuator_rep9,50,5.0,250.0,0.6908969973394147,NoActuator,Stimulated,uPSEM,False,matched_media_only_mean,2391.818181818182
