sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,control_condition,treatment_condition,n_control,n_treatment,mean_auc_control,mean_auc_treatment,mean_difference_treatment_minus_control,dunnett_statistic,dunnett_pvalue_adjusted,ci_low_difference,ci_high_difference,significant_dunnett_adjusted_alpha
98,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r1__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,7,11,1012.8571428571429,1492.2727272727273,479.41558441558436,2.920845469635171,0.016533890987556088,77.43316473739122,881.3980040937774,True
98,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r1__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,7,7,1012.8571428571429,1463.2142857142858,450.3571428571429,2.481866405965841,0.046370887124610904,5.948856726561644,894.7654289877241,True
98,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r1__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,7,11,1012.8571428571429,1182.9545454545455,170.0974025974026,1.036320561791864,0.5856112867009098,-231.88501708079053,572.0798222755957,False
99,7,DREADD/CNO__r12__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,11,1299.7727272727273,1492.2727272727273,192.5,1.3023612504511277,0.44438975907769107,-173.39902668080333,558.3990266808033,False
99,7,DREADD/CNO__r12__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,6,1299.7727272727273,1480.8333333333333,181.060606060606,1.0291788773807564,0.6240556620475803,-254.4463457918019,616.5675579130138,False
99,7,DREADD/CNO__r12__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,9,1299.7727272727273,1006.9444444444445,-292.8282828282828,-1.8794683111604633,0.17210202994882828,-678.5197221449689,92.86315648840326,False
100,7,DREADD/CNO__r4__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,9,1416.6666666666667,1510.0,93.33333333333326,0.5846092772662027,0.8859188268273154,-299.58673001737776,486.2533966840443,False
100,7,DREADD/CNO__r4__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1416.6666666666667,1357.2222222222222,-59.44444444444457,-0.3723404325445469,0.9656479053210646,-452.3645077951556,333.47561890626645,False
100,7,DREADD/CNO__r4__sNA | DREADD/CNO__r8__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,10,1416.6666666666667,1022.75,-393.91666666666674,-2.531462392985507,0.042527544804673356,-776.8877718095357,-10.945561523797721,True
101,4,DREADD/CNO__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,11,1299.7727272727273,1535.0,235.22727272727275,1.5590837937128716,0.29570810947279125,-136.00439811075557,606.4589435653011,False
101,4,DREADD/CNO__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,9,1299.7727272727273,1357.2222222222222,57.44949494949492,0.36123452693895225,0.9701337629292394,-333.86304486319773,448.76203476218757,False
101,4,DREADD/CNO__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,9,1299.7727272727273,1006.9444444444445,-292.8282828282828,-1.8412639887402604,0.18037648692311448,-684.1408226409754,98.48425698440985,False
102,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,11,1240.0,1492.2727272727273,252.27272727272725,1.6731469209272776,0.237200719163984,-118.23197356082846,622.777428106283,False
102,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,7,1240.0,1342.857142857143,102.85714285714289,0.6124661359888358,0.8682927566077882,-309.81948600373187,515.5337717180176,False
102,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1240.0,1022.75,-217.25,-1.4114573730310278,0.36192648463825683,-595.4743778588313,160.97437785883125,False
103,7,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,10,1334.75,1566.5,231.75,1.4703941679224215,0.3409339107289451,-157.35237584041505,620.8523758404151,False
103,7,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1334.75,1330.9375,-3.8125,-0.022805921221309176,0.9999916279255279,-416.5178927988312,408.8928927988312,False
103,7,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,9,1334.75,1023.0555555555555,-311.69444444444446,-1.924875045912487,0.15494497564319265,-711.4591334809699,88.07024459208094,False
104,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,11,1292.7777777777778,1535.0,242.22222222222217,1.6381814022723413,0.255070031158378,-121.75157168489096,606.1960161293352,False
104,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1292.7777777777778,1357.2222222222222,64.44444444444434,0.415563263875892,0.9536134112538929,-317.2944911073952,446.18337999628386,False
104,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,8,1292.7777777777778,1025.0,-267.7777777777778,-1.6751809602105554,0.23949742809025998,-661.2652659505495,125.70971039499392,False
105,6,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,11,1160.3125,1449.090909090909,288.778409090909,1.9697074273975697,0.1352968681551956,-69.93051051173796,647.487328693556,False
105,6,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,9,1160.3125,1357.2222222222222,196.90972222222217,1.2843441577031263,0.42952556075927284,-178.2057036273879,572.0251480718323,False
105,6,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,10,1160.3125,1022.75,-137.5625,-0.9191391571489617,0.6711170788837707,-503.7453247897824,228.6203247897824,False
106,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,9,1208.0555555555557,1613.0555555555557,405.0,2.3869853065137954,0.05944706529745014,-13.568896331821634,823.5688963318216,False
106,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,8,1208.0555555555557,1330.3125,122.25694444444434,0.6990428377490244,0.8259252920998101,-309.193998349133,553.7078872380216,False
106,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,10,1208.0555555555557,1075.75,-132.30555555555566,-0.8000387093005044,0.7639323001878371,-540.2760507235486,275.66493961243725,False
107,4,CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,8,12,1113.125,1506.25,393.125,2.588049428875229,0.03520922038606589,23.22926856863279,763.0207314313673,True
107,4,CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,8,9,1113.125,1357.2222222222222,244.09722222222217,1.509474948966843,0.3026835139193502,-149.6868545025302,637.8812989469745,False
107,4,CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,8,11,1113.125,1103.8636363636363,-9.26136363636374,-0.05989088867988002,0.9998236284156902,-385.8224192067437,367.2996919340162,False
108,4,CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,12,1376.111111111111,1506.25,130.1388888888889,0.8492827969238496,0.7240338499183193,-244.5865087032924,504.8642864810702,False
108,4,CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,9,1376.111111111111,1357.2222222222222,-18.888888888888914,-0.11530699948707082,0.9988301963948003,-419.4871894353425,381.70941165756466,False
108,4,CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,9,10,1376.111111111111,1022.75,-353.3611111111111,-2.213126346655223,0.08300294652439644,-743.8160361417366,37.093813919514446,False
109,7,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,11,1338.0,1557.5,219.5,1.4249567071565903,0.36587531065182377,-160.7001992633625,599.7001992633625,False
109,7,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1338.0,1366.25,28.25,0.16893033495396678,0.9966794265768906,-384.50305312346256,441.00305312346256,False
109,7,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,8,1338.0,1011.25,-326.75,-1.9539110423436687,0.1467113094451894,-739.5030531234626,86.00305312346256,False
110,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,11,9,1299.7727272727273,1596.111111111111,296.33838383838383,1.8198664622632885,0.1930256621434716,-107.52932111786788,700.2060887946355,False
110,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,11,7,1299.7727272727273,1295.7142857142858,-4.058441558441473,-0.02316954048642104,0.9999916931229905,-438.50125337338204,430.3843702564991,False
110,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,11,9,1299.7727272727273,1024.4444444444443,-275.3282828282829,-1.6908397135114308,0.24285019500476113,-679.1959877845346,128.5394221279688,False
111,5,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,11,1298.5,1538.8636363636363,240.36363636363626,1.5345758123635422,0.3046365206127921,-144.69975692126206,625.4270296485346,False
111,5,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1298.5,1359.375,60.875,0.35799800210689653,0.9700236145640344,-357.1576352599523,478.9076352599523,False
111,5,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,10,1298.5,1022.75,-275.75,-1.7200196604514235,0.22266349362788496,-669.8749481994599,118.37494819945994,False
112,6,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,11,1365.75,1518.409090909091,152.659090909091,1.0043658009679686,0.6308383148150929,-221.94106056147217,527.2592423796541,False
112,6,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1365.75,1350.3125,-15.4375,-0.09355527095775298,0.9994197775166872,-422.1110275772013,391.2360275772013,False
112,6,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,9,1365.75,1006.9444444444445,-358.80555555555554,-2.244843980810095,0.08054372718402147,-752.7275132716048,35.11640216049375,False
113,6,CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,10,12,1339.0,1506.25,167.25,1.1105679686593655,0.5592687318802236,-203.96564265657412,538.4656426565741,False
113,6,CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,10,8,1339.0,1359.375,20.375,0.12212542625980723,0.9987203842179494,-390.86638236504,431.61638236504,False
113,6,CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,PSAM_uPSEM,10,8,1339.0,977.1875,-361.8125,-2.1686628607914846,0.09467252828717465,-773.05388236504,49.42888236504001,False
114,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,DREADD_CNO,9,11,1377.2222222222222,1557.5,180.27777777777783,1.1474346990372224,0.531075056754587,-207.41767309320835,567.973228648764,False
114,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,EYFP_Control_Media,LMO7_hCTZ,9,7,1377.2222222222222,1334.2857142857142,-42.93650793650795,-0.2437362847471626,0.9899187142336484,-477.62988280950054,391.75686693648464,False
