posthoc_rank,sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,anova_pvalue,minimum_dunnett_adjusted_pvalue,significant_dunnett_conditions,has_significant_dunnett_contrast
386,224,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.03307009000148836,0.2825935844278421,,False
387,337,5,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04412462733272534,0.28588262732314096,,False
388,315,4,CONTROL/MEDIA__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04238120124547166,0.28940790650357495,,False
389,272,8,DREADD/CNO__r9__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.037872083558991805,0.2963169383738625,,False
390,351,8,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.045146700508961905,0.3030368909106521,,False
391,389,6,DREADD/CNO__r7__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.048693300257664884,0.3049219013802691,,False
392,405,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04991380523636113,0.3060693537021748,,False
393,401,7,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.049690570274916135,0.30673642270066515,,False
394,219,8,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.032256643345964356,0.3067630392895573,,False
395,192,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.02871441023930658,0.30985645452095834,,False
396,276,7,DREADD/CNO__r1__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03829716628252998,0.31617305854038114,,False
397,344,6,CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04447809981355586,0.3228787246642443,,False
398,340,4,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.04424455985197096,0.3239425029449694,,False
399,302,6,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.0406464462451348,0.32415966070539537,,False
400,396,3,DREADD/CNO__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.04930169299802368,0.3289875221849826,,False
401,318,8,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04259101294581064,0.3306225454459051,,False
402,384,8,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r4__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0479453545127974,0.33117687288072273,,False
403,406,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r7__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04999024758480358,0.3323224192783839,,False
404,383,4,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM,0.0478809466848385,0.33504295037830156,,False
405,373,5,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.0470761975492453,0.33941128338211113,,False
406,399,7,DREADD/CNO__r2__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04941156625764654,0.3514891583942721,,False
