radius_um,analysis_group,condition,replicate,sample_id,intersections,source_condition
215.0,Group I (Activation),EYFP_Vehicle,6,,1.0,CONTROL/MEDIA
220.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
220.0,Group I (Activation),EYFP_Vehicle,6,,1.0,CONTROL/MEDIA
225.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
225.0,Group I (Activation),EYFP_Vehicle,6,,1.0,CONTROL/MEDIA
230.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
230.0,Group I (Activation),EYFP_Vehicle,6,,1.0,CONTROL/MEDIA
235.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
240.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
245.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
250.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
255.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
260.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
265.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
270.0,Group I (Activation),EYFP_Vehicle,6,371.6,7.0,CONTROL
275.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
280.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
285.0,Group I (Activation),EYFP_Vehicle,6,371.6,9.0,CONTROL
290.0,Group I (Activation),EYFP_Vehicle,6,371.6,8.0,CONTROL
295.0,Group I (Activation),EYFP_Vehicle,6,371.6,8.0,CONTROL
300.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
305.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
310.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
315.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
320.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
325.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
330.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
335.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
340.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
345.0,Group I (Activation),EYFP_Vehicle,6,371.6,8.0,CONTROL
350.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
355.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
360.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
365.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
370.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
375.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
380.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
385.0,Group I (Activation),EYFP_Vehicle,6,371.6,6.0,CONTROL
390.0,Group I (Activation),EYFP_Vehicle,6,371.6,4.0,CONTROL
395.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
400.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
405.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
410.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
415.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
420.0,Group I (Activation),EYFP_Vehicle,6,371.6,5.0,CONTROL
425.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
430.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
435.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
440.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
445.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
450.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
455.0,Group I (Activation),EYFP_Vehicle,6,371.6,4.0,CONTROL
460.0,Group I (Activation),EYFP_Vehicle,6,371.6,4.0,CONTROL
465.0,Group I (Activation),EYFP_Vehicle,6,371.6,4.0,CONTROL
470.0,Group I (Activation),EYFP_Vehicle,6,371.6,4.0,CONTROL
475.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
480.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
485.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
490.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
495.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
500.0,Group I (Activation),EYFP_Vehicle,6,371.6,3.0,CONTROL
505.0,Group I (Activation),EYFP_Vehicle,6,371.6,2.0,CONTROL
510.0,Group I (Activation),EYFP_Vehicle,6,371.6,2.0,CONTROL
515.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
520.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
525.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
530.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
535.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
540.0,Group I (Activation),EYFP_Vehicle,6,371.6,1.0,CONTROL
10.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
15.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
15.0,Group I (Activation),EYFP_Vehicle,7,,6.0,CONTROL/MEDIA
20.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
20.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
25.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
25.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
30.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
30.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
35.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
35.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
40.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
40.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
45.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
45.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
50.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
50.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
55.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
55.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
60.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
60.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
65.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
65.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
70.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
70.0,Group I (Activation),EYFP_Vehicle,7,,8.0,CONTROL/MEDIA
75.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
75.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
80.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
80.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
85.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
85.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
90.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
90.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
95.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
95.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
100.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
100.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
105.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
105.0,Group I (Activation),EYFP_Vehicle,7,,6.0,CONTROL/MEDIA
110.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
110.0,Group I (Activation),EYFP_Vehicle,7,,6.0,CONTROL/MEDIA
115.0,Group I (Activation),EYFP_Vehicle,7,371.7,13.0,CONTROL
115.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
120.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
120.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
125.0,Group I (Activation),EYFP_Vehicle,7,371.7,10.0,CONTROL
125.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
130.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
130.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
135.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
135.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
140.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
140.0,Group I (Activation),EYFP_Vehicle,7,,8.0,CONTROL/MEDIA
145.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
145.0,Group I (Activation),EYFP_Vehicle,7,,8.0,CONTROL/MEDIA
150.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
150.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
155.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
155.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
160.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
160.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
165.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
165.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
170.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
170.0,Group I (Activation),EYFP_Vehicle,7,,6.0,CONTROL/MEDIA
175.0,Group I (Activation),EYFP_Vehicle,7,371.7,10.0,CONTROL
175.0,Group I (Activation),EYFP_Vehicle,7,,5.0,CONTROL/MEDIA
180.0,Group I (Activation),EYFP_Vehicle,7,371.7,10.0,CONTROL
180.0,Group I (Activation),EYFP_Vehicle,7,,5.0,CONTROL/MEDIA
185.0,Group I (Activation),EYFP_Vehicle,7,371.7,9.0,CONTROL
185.0,Group I (Activation),EYFP_Vehicle,7,,5.0,CONTROL/MEDIA
190.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
190.0,Group I (Activation),EYFP_Vehicle,7,,5.0,CONTROL/MEDIA
195.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
195.0,Group I (Activation),EYFP_Vehicle,7,,5.0,CONTROL/MEDIA
200.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
200.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
205.0,Group I (Activation),EYFP_Vehicle,7,371.7,10.0,CONTROL
205.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
210.0,Group I (Activation),EYFP_Vehicle,7,371.7,14.0,CONTROL
210.0,Group I (Activation),EYFP_Vehicle,7,,7.0,CONTROL/MEDIA
215.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
215.0,Group I (Activation),EYFP_Vehicle,7,,6.0,CONTROL/MEDIA
220.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
220.0,Group I (Activation),EYFP_Vehicle,7,,4.0,CONTROL/MEDIA
225.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
225.0,Group I (Activation),EYFP_Vehicle,7,,4.0,CONTROL/MEDIA
230.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
230.0,Group I (Activation),EYFP_Vehicle,7,,3.0,CONTROL/MEDIA
235.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
235.0,Group I (Activation),EYFP_Vehicle,7,,2.0,CONTROL/MEDIA
240.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
240.0,Group I (Activation),EYFP_Vehicle,7,,1.0,CONTROL/MEDIA
245.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
245.0,Group I (Activation),EYFP_Vehicle,7,,1.0,CONTROL/MEDIA
250.0,Group I (Activation),EYFP_Vehicle,7,371.7,19.0,CONTROL
250.0,Group I (Activation),EYFP_Vehicle,7,,1.0,CONTROL/MEDIA
255.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
255.0,Group I (Activation),EYFP_Vehicle,7,,1.0,CONTROL/MEDIA
260.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
260.0,Group I (Activation),EYFP_Vehicle,7,,1.0,CONTROL/MEDIA
265.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
270.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
275.0,Group I (Activation),EYFP_Vehicle,7,371.7,8.0,CONTROL
280.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
285.0,Group I (Activation),EYFP_Vehicle,7,371.7,7.0,CONTROL
290.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
295.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
300.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
305.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
310.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
315.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
320.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
325.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
330.0,Group I (Activation),EYFP_Vehicle,7,371.7,6.0,CONTROL
335.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
340.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
345.0,Group I (Activation),EYFP_Vehicle,7,371.7,5.0,CONTROL
350.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
355.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
360.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
365.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
370.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
375.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
380.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
385.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
390.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
395.0,Group I (Activation),EYFP_Vehicle,7,371.7,4.0,CONTROL
400.0,Group I (Activation),EYFP_Vehicle,7,371.7,2.0,CONTROL
405.0,Group I (Activation),EYFP_Vehicle,7,371.7,2.0,CONTROL
410.0,Group I (Activation),EYFP_Vehicle,7,371.7,2.0,CONTROL
10.0,Group I (Activation),EYFP_Vehicle,8,371.8,5.0,CONTROL
10.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
15.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
15.0,Group I (Activation),EYFP_Vehicle,8,,9.0,CONTROL/MEDIA
20.0,Group I (Activation),EYFP_Vehicle,8,371.8,11.0,CONTROL
20.0,Group I (Activation),EYFP_Vehicle,8,,11.0,CONTROL/MEDIA
25.0,Group I (Activation),EYFP_Vehicle,8,371.8,12.0,CONTROL
25.0,Group I (Activation),EYFP_Vehicle,8,,11.0,CONTROL/MEDIA
30.0,Group I (Activation),EYFP_Vehicle,8,371.8,11.0,CONTROL
30.0,Group I (Activation),EYFP_Vehicle,8,,11.0,CONTROL/MEDIA
35.0,Group I (Activation),EYFP_Vehicle,8,371.8,18.0,CONTROL
35.0,Group I (Activation),EYFP_Vehicle,8,,11.0,CONTROL/MEDIA
40.0,Group I (Activation),EYFP_Vehicle,8,371.8,12.0,CONTROL
40.0,Group I (Activation),EYFP_Vehicle,8,,12.0,CONTROL/MEDIA
45.0,Group I (Activation),EYFP_Vehicle,8,371.8,12.0,CONTROL
45.0,Group I (Activation),EYFP_Vehicle,8,,12.0,CONTROL/MEDIA
50.0,Group I (Activation),EYFP_Vehicle,8,371.8,13.0,CONTROL
50.0,Group I (Activation),EYFP_Vehicle,8,,12.0,CONTROL/MEDIA
55.0,Group I (Activation),EYFP_Vehicle,8,371.8,13.0,CONTROL
55.0,Group I (Activation),EYFP_Vehicle,8,,13.0,CONTROL/MEDIA
60.0,Group I (Activation),EYFP_Vehicle,8,371.8,13.0,CONTROL
60.0,Group I (Activation),EYFP_Vehicle,8,,13.0,CONTROL/MEDIA
65.0,Group I (Activation),EYFP_Vehicle,8,371.8,12.0,CONTROL
65.0,Group I (Activation),EYFP_Vehicle,8,,15.0,CONTROL/MEDIA
70.0,Group I (Activation),EYFP_Vehicle,8,371.8,11.0,CONTROL
70.0,Group I (Activation),EYFP_Vehicle,8,,15.0,CONTROL/MEDIA
75.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
75.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
80.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
80.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
85.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
85.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
90.0,Group I (Activation),EYFP_Vehicle,8,371.8,13.0,CONTROL
90.0,Group I (Activation),EYFP_Vehicle,8,,16.0,CONTROL/MEDIA
95.0,Group I (Activation),EYFP_Vehicle,8,371.8,11.0,CONTROL
95.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
100.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
100.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
105.0,Group I (Activation),EYFP_Vehicle,8,371.8,9.0,CONTROL
105.0,Group I (Activation),EYFP_Vehicle,8,,12.0,CONTROL/MEDIA
110.0,Group I (Activation),EYFP_Vehicle,8,371.8,8.0,CONTROL
110.0,Group I (Activation),EYFP_Vehicle,8,,13.0,CONTROL/MEDIA
115.0,Group I (Activation),EYFP_Vehicle,8,371.8,7.0,CONTROL
115.0,Group I (Activation),EYFP_Vehicle,8,,14.0,CONTROL/MEDIA
120.0,Group I (Activation),EYFP_Vehicle,8,371.8,7.0,CONTROL
120.0,Group I (Activation),EYFP_Vehicle,8,,13.0,CONTROL/MEDIA
125.0,Group I (Activation),EYFP_Vehicle,8,371.8,5.0,CONTROL
125.0,Group I (Activation),EYFP_Vehicle,8,,13.0,CONTROL/MEDIA
130.0,Group I (Activation),EYFP_Vehicle,8,371.8,4.0,CONTROL
130.0,Group I (Activation),EYFP_Vehicle,8,,12.0,CONTROL/MEDIA
135.0,Group I (Activation),EYFP_Vehicle,8,371.8,3.0,CONTROL
135.0,Group I (Activation),EYFP_Vehicle,8,,10.0,CONTROL/MEDIA
140.0,Group I (Activation),EYFP_Vehicle,8,371.8,3.0,CONTROL
140.0,Group I (Activation),EYFP_Vehicle,8,,9.0,CONTROL/MEDIA
145.0,Group I (Activation),EYFP_Vehicle,8,371.8,3.0,CONTROL
145.0,Group I (Activation),EYFP_Vehicle,8,,6.0,CONTROL/MEDIA
150.0,Group I (Activation),EYFP_Vehicle,8,371.8,5.0,CONTROL
150.0,Group I (Activation),EYFP_Vehicle,8,,5.0,CONTROL/MEDIA
155.0,Group I (Activation),EYFP_Vehicle,8,371.8,2.0,CONTROL
155.0,Group I (Activation),EYFP_Vehicle,8,,5.0,CONTROL/MEDIA
160.0,Group I (Activation),EYFP_Vehicle,8,371.8,2.0,CONTROL
160.0,Group I (Activation),EYFP_Vehicle,8,,4.0,CONTROL/MEDIA
165.0,Group I (Activation),EYFP_Vehicle,8,371.8,2.0,CONTROL
165.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
170.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
170.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
175.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
175.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
180.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
180.0,Group I (Activation),EYFP_Vehicle,8,,4.0,CONTROL/MEDIA
185.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
185.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
190.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
190.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
195.0,Group I (Activation),EYFP_Vehicle,8,371.8,1.0,CONTROL
195.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
200.0,Group I (Activation),EYFP_Vehicle,8,371.8,8.0,CONTROL
200.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
205.0,Group I (Activation),EYFP_Vehicle,8,,2.0,CONTROL/MEDIA
210.0,Group I (Activation),EYFP_Vehicle,8,,6.0,CONTROL/MEDIA
215.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
220.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
225.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
230.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
235.0,Group I (Activation),EYFP_Vehicle,8,,7.0,CONTROL/MEDIA
240.0,Group I (Activation),EYFP_Vehicle,8,,3.0,CONTROL/MEDIA
245.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
250.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
255.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
260.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
265.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
270.0,Group I (Activation),EYFP_Vehicle,8,,1.0,CONTROL/MEDIA
10.0,Group I (Activation),EYFP_Vehicle,9,371.9,1.0,CONTROL
10.0,Group I (Activation),EYFP_Vehicle,9,,1.0,CONTROL/MEDIA
15.0,Group I (Activation),EYFP_Vehicle,9,371.9,4.0,CONTROL
15.0,Group I (Activation),EYFP_Vehicle,9,,2.0,CONTROL/MEDIA
20.0,Group I (Activation),EYFP_Vehicle,9,371.9,10.0,CONTROL
20.0,Group I (Activation),EYFP_Vehicle,9,,3.0,CONTROL/MEDIA
25.0,Group I (Activation),EYFP_Vehicle,9,371.9,10.0,CONTROL
25.0,Group I (Activation),EYFP_Vehicle,9,,4.0,CONTROL/MEDIA
30.0,Group I (Activation),EYFP_Vehicle,9,371.9,11.0,CONTROL
30.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
35.0,Group I (Activation),EYFP_Vehicle,9,371.9,12.0,CONTROL
35.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
40.0,Group I (Activation),EYFP_Vehicle,9,371.9,11.0,CONTROL
40.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
45.0,Group I (Activation),EYFP_Vehicle,9,371.9,11.0,CONTROL
45.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
50.0,Group I (Activation),EYFP_Vehicle,9,371.9,15.0,CONTROL
50.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
55.0,Group I (Activation),EYFP_Vehicle,9,371.9,14.0,CONTROL
55.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
60.0,Group I (Activation),EYFP_Vehicle,9,371.9,15.0,CONTROL
60.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
65.0,Group I (Activation),EYFP_Vehicle,9,371.9,18.0,CONTROL
65.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
70.0,Group I (Activation),EYFP_Vehicle,9,371.9,16.0,CONTROL
70.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
75.0,Group I (Activation),EYFP_Vehicle,9,371.9,15.0,CONTROL
75.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
80.0,Group I (Activation),EYFP_Vehicle,9,371.9,16.0,CONTROL
80.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
85.0,Group I (Activation),EYFP_Vehicle,9,371.9,17.0,CONTROL
85.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
90.0,Group I (Activation),EYFP_Vehicle,9,371.9,18.0,CONTROL
90.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
95.0,Group I (Activation),EYFP_Vehicle,9,371.9,19.0,CONTROL
95.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
100.0,Group I (Activation),EYFP_Vehicle,9,371.9,19.0,CONTROL
100.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
105.0,Group I (Activation),EYFP_Vehicle,9,371.9,19.0,CONTROL
105.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
110.0,Group I (Activation),EYFP_Vehicle,9,371.9,18.0,CONTROL
110.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
115.0,Group I (Activation),EYFP_Vehicle,9,371.9,18.0,CONTROL
115.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
120.0,Group I (Activation),EYFP_Vehicle,9,371.9,16.0,CONTROL
120.0,Group I (Activation),EYFP_Vehicle,9,,6.0,CONTROL/MEDIA
125.0,Group I (Activation),EYFP_Vehicle,9,371.9,15.0,CONTROL
125.0,Group I (Activation),EYFP_Vehicle,9,,5.0,CONTROL/MEDIA
130.0,Group I (Activation),EYFP_Vehicle,9,371.9,13.0,CONTROL
130.0,Group I (Activation),EYFP_Vehicle,9,,7.0,CONTROL/MEDIA
135.0,Group I (Activation),EYFP_Vehicle,9,371.9,12.0,CONTROL
135.0,Group I (Activation),EYFP_Vehicle,9,,4.0,CONTROL/MEDIA
140.0,Group I (Activation),EYFP_Vehicle,9,371.9,10.0,CONTROL
140.0,Group I (Activation),EYFP_Vehicle,9,,4.0,CONTROL/MEDIA
145.0,Group I (Activation),EYFP_Vehicle,9,371.9,9.0,CONTROL
