radius_um,analysis_group,condition,replicate,sample_id,intersections,source_condition
115.0,Group II (Expression only),EYFP_Vehicle,10,371.1,7.0,CONTROL
115.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
120.0,Group II (Expression only),EYFP_Vehicle,10,371.1,7.0,CONTROL
120.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
125.0,Group II (Expression only),EYFP_Vehicle,10,371.1,9.0,CONTROL
125.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
130.0,Group II (Expression only),EYFP_Vehicle,10,371.1,7.0,CONTROL
130.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
135.0,Group II (Expression only),EYFP_Vehicle,10,371.1,8.0,CONTROL
135.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
140.0,Group II (Expression only),EYFP_Vehicle,10,371.1,6.0,CONTROL
140.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
145.0,Group II (Expression only),EYFP_Vehicle,10,371.1,8.0,CONTROL
145.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
150.0,Group II (Expression only),EYFP_Vehicle,10,371.1,7.0,CONTROL
150.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
155.0,Group II (Expression only),EYFP_Vehicle,10,371.1,7.0,CONTROL
155.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
160.0,Group II (Expression only),EYFP_Vehicle,10,371.1,9.0,CONTROL
160.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
165.0,Group II (Expression only),EYFP_Vehicle,10,371.1,3.0,CONTROL
165.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
170.0,Group II (Expression only),EYFP_Vehicle,10,371.1,3.0,CONTROL
170.0,Group II (Expression only),EYFP_Vehicle,10,,8.0,CONTROL/MEDIA
175.0,Group II (Expression only),EYFP_Vehicle,10,371.1,3.0,CONTROL
175.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
180.0,Group II (Expression only),EYFP_Vehicle,10,371.1,3.0,CONTROL
180.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
185.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
185.0,Group II (Expression only),EYFP_Vehicle,10,,10.0,CONTROL/MEDIA
190.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
190.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
195.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
195.0,Group II (Expression only),EYFP_Vehicle,10,,10.0,CONTROL/MEDIA
200.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
200.0,Group II (Expression only),EYFP_Vehicle,10,,9.0,CONTROL/MEDIA
205.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
205.0,Group II (Expression only),EYFP_Vehicle,10,,7.0,CONTROL/MEDIA
210.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
210.0,Group II (Expression only),EYFP_Vehicle,10,,7.0,CONTROL/MEDIA
215.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
215.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
220.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
220.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
225.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
225.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
230.0,Group II (Expression only),EYFP_Vehicle,10,371.1,2.0,CONTROL
230.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
235.0,Group II (Expression only),EYFP_Vehicle,10,371.1,1.0,CONTROL
235.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
240.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
245.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
250.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
255.0,Group II (Expression only),EYFP_Vehicle,10,,6.0,CONTROL/MEDIA
260.0,Group II (Expression only),EYFP_Vehicle,10,,4.0,CONTROL/MEDIA
265.0,Group II (Expression only),EYFP_Vehicle,10,,3.0,CONTROL/MEDIA
270.0,Group II (Expression only),EYFP_Vehicle,10,,3.0,CONTROL/MEDIA
275.0,Group II (Expression only),EYFP_Vehicle,10,,3.0,CONTROL/MEDIA
280.0,Group II (Expression only),EYFP_Vehicle,10,,3.0,CONTROL/MEDIA
285.0,Group II (Expression only),EYFP_Vehicle,10,,1.0,CONTROL/MEDIA
290.0,Group II (Expression only),EYFP_Vehicle,10,,1.0,CONTROL/MEDIA
295.0,Group II (Expression only),EYFP_Vehicle,10,,1.0,CONTROL/MEDIA
300.0,Group II (Expression only),EYFP_Vehicle,10,,1.0,CONTROL/MEDIA
305.0,Group II (Expression only),EYFP_Vehicle,10,,1.0,CONTROL/MEDIA
10.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
10.0,Group II (Expression only),EYFP_Vehicle,11,,2.0,CONTROL/MEDIA
15.0,Group II (Expression only),EYFP_Vehicle,11,371.11,10.0,CONTROL
15.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
20.0,Group II (Expression only),EYFP_Vehicle,11,371.11,10.0,CONTROL
20.0,Group II (Expression only),EYFP_Vehicle,11,,4.0,CONTROL/MEDIA
25.0,Group II (Expression only),EYFP_Vehicle,11,371.11,11.0,CONTROL
25.0,Group II (Expression only),EYFP_Vehicle,11,,4.0,CONTROL/MEDIA
30.0,Group II (Expression only),EYFP_Vehicle,11,371.11,12.0,CONTROL
30.0,Group II (Expression only),EYFP_Vehicle,11,,4.0,CONTROL/MEDIA
35.0,Group II (Expression only),EYFP_Vehicle,11,371.11,13.0,CONTROL
35.0,Group II (Expression only),EYFP_Vehicle,11,,5.0,CONTROL/MEDIA
40.0,Group II (Expression only),EYFP_Vehicle,11,371.11,12.0,CONTROL
40.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
45.0,Group II (Expression only),EYFP_Vehicle,11,371.11,11.0,CONTROL
45.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
50.0,Group II (Expression only),EYFP_Vehicle,11,371.11,11.0,CONTROL
50.0,Group II (Expression only),EYFP_Vehicle,11,,7.0,CONTROL/MEDIA
55.0,Group II (Expression only),EYFP_Vehicle,11,371.11,8.0,CONTROL
55.0,Group II (Expression only),EYFP_Vehicle,11,,8.0,CONTROL/MEDIA
60.0,Group II (Expression only),EYFP_Vehicle,11,371.11,11.0,CONTROL
60.0,Group II (Expression only),EYFP_Vehicle,11,,9.0,CONTROL/MEDIA
65.0,Group II (Expression only),EYFP_Vehicle,11,371.11,9.0,CONTROL
65.0,Group II (Expression only),EYFP_Vehicle,11,,9.0,CONTROL/MEDIA
70.0,Group II (Expression only),EYFP_Vehicle,11,371.11,9.0,CONTROL
70.0,Group II (Expression only),EYFP_Vehicle,11,,9.0,CONTROL/MEDIA
75.0,Group II (Expression only),EYFP_Vehicle,11,371.11,8.0,CONTROL
75.0,Group II (Expression only),EYFP_Vehicle,11,,9.0,CONTROL/MEDIA
80.0,Group II (Expression only),EYFP_Vehicle,11,371.11,6.0,CONTROL
80.0,Group II (Expression only),EYFP_Vehicle,11,,9.0,CONTROL/MEDIA
85.0,Group II (Expression only),EYFP_Vehicle,11,371.11,6.0,CONTROL
85.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
90.0,Group II (Expression only),EYFP_Vehicle,11,371.11,6.0,CONTROL
90.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
95.0,Group II (Expression only),EYFP_Vehicle,11,371.11,4.0,CONTROL
95.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
100.0,Group II (Expression only),EYFP_Vehicle,11,371.11,4.0,CONTROL
100.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
105.0,Group II (Expression only),EYFP_Vehicle,11,371.11,6.0,CONTROL
105.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
110.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
110.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
115.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
115.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
120.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
120.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
125.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
125.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
130.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
130.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
135.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
135.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
140.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
140.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
145.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
145.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
150.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
150.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
155.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
155.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
160.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
160.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
165.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
165.0,Group II (Expression only),EYFP_Vehicle,11,,6.0,CONTROL/MEDIA
170.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
170.0,Group II (Expression only),EYFP_Vehicle,11,,5.0,CONTROL/MEDIA
175.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
175.0,Group II (Expression only),EYFP_Vehicle,11,,5.0,CONTROL/MEDIA
180.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
180.0,Group II (Expression only),EYFP_Vehicle,11,,5.0,CONTROL/MEDIA
185.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
185.0,Group II (Expression only),EYFP_Vehicle,11,,5.0,CONTROL/MEDIA
190.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
190.0,Group II (Expression only),EYFP_Vehicle,11,,4.0,CONTROL/MEDIA
195.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
195.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
200.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
200.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
205.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
205.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
210.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
210.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
215.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
215.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
220.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
220.0,Group II (Expression only),EYFP_Vehicle,11,,2.0,CONTROL/MEDIA
225.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
225.0,Group II (Expression only),EYFP_Vehicle,11,,2.0,CONTROL/MEDIA
230.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
230.0,Group II (Expression only),EYFP_Vehicle,11,,4.0,CONTROL/MEDIA
235.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
235.0,Group II (Expression only),EYFP_Vehicle,11,,2.0,CONTROL/MEDIA
240.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
240.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
245.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
245.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
250.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
250.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
255.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
255.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
260.0,Group II (Expression only),EYFP_Vehicle,11,371.11,1.0,CONTROL
260.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
265.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
265.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
270.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
270.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
275.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
275.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
280.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
280.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
285.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
285.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
290.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
290.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
295.0,Group II (Expression only),EYFP_Vehicle,11,371.11,2.0,CONTROL
295.0,Group II (Expression only),EYFP_Vehicle,11,,3.0,CONTROL/MEDIA
300.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
305.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
310.0,Group II (Expression only),EYFP_Vehicle,11,,1.0,CONTROL/MEDIA
15.0,Group II (Expression only),EYFP_Vehicle,12,371.12,5.0,CONTROL
20.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
25.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
30.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
35.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
40.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
45.0,Group II (Expression only),EYFP_Vehicle,12,371.12,12.0,CONTROL
50.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
55.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
60.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
65.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
70.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
75.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
80.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
85.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
90.0,Group II (Expression only),EYFP_Vehicle,12,371.12,9.0,CONTROL
95.0,Group II (Expression only),EYFP_Vehicle,12,371.12,13.0,CONTROL
100.0,Group II (Expression only),EYFP_Vehicle,12,371.12,12.0,CONTROL
105.0,Group II (Expression only),EYFP_Vehicle,12,371.12,12.0,CONTROL
110.0,Group II (Expression only),EYFP_Vehicle,12,371.12,12.0,CONTROL
115.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
120.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
125.0,Group II (Expression only),EYFP_Vehicle,12,371.12,11.0,CONTROL
130.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
135.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
140.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
145.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
150.0,Group II (Expression only),EYFP_Vehicle,12,371.12,8.0,CONTROL
155.0,Group II (Expression only),EYFP_Vehicle,12,371.12,10.0,CONTROL
160.0,Group II (Expression only),EYFP_Vehicle,12,371.12,7.0,CONTROL
165.0,Group II (Expression only),EYFP_Vehicle,12,371.12,7.0,CONTROL
170.0,Group II (Expression only),EYFP_Vehicle,12,371.12,7.0,CONTROL
175.0,Group II (Expression only),EYFP_Vehicle,12,371.12,7.0,CONTROL
180.0,Group II (Expression only),EYFP_Vehicle,12,371.12,6.0,CONTROL
185.0,Group II (Expression only),EYFP_Vehicle,12,371.12,6.0,CONTROL
190.0,Group II (Expression only),EYFP_Vehicle,12,371.12,5.0,CONTROL
195.0,Group II (Expression only),EYFP_Vehicle,12,371.12,5.0,CONTROL
200.0,Group II (Expression only),EYFP_Vehicle,12,371.12,6.0,CONTROL
205.0,Group II (Expression only),EYFP_Vehicle,12,371.12,6.0,CONTROL
210.0,Group II (Expression only),EYFP_Vehicle,12,371.12,4.0,CONTROL
215.0,Group II (Expression only),EYFP_Vehicle,12,371.12,4.0,CONTROL
220.0,Group II (Expression only),EYFP_Vehicle,12,371.12,4.0,CONTROL
225.0,Group II (Expression only),EYFP_Vehicle,12,371.12,4.0,CONTROL
230.0,Group II (Expression only),EYFP_Vehicle,12,371.12,4.0,CONTROL
235.0,Group II (Expression only),EYFP_Vehicle,12,371.12,3.0,CONTROL
240.0,Group II (Expression only),EYFP_Vehicle,12,371.12,2.0,CONTROL
245.0,Group II (Expression only),EYFP_Vehicle,12,371.12,2.0,CONTROL
10.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
15.0,Group II (Expression only),LMO7_Vehicle,1,353.1,8.0,LMO7
20.0,Group II (Expression only),LMO7_Vehicle,1,353.1,11.0,LMO7
25.0,Group II (Expression only),LMO7_Vehicle,1,353.1,13.0,LMO7
30.0,Group II (Expression only),LMO7_Vehicle,1,353.1,14.0,LMO7
35.0,Group II (Expression only),LMO7_Vehicle,1,353.1,17.0,LMO7
40.0,Group II (Expression only),LMO7_Vehicle,1,353.1,20.0,LMO7
45.0,Group II (Expression only),LMO7_Vehicle,1,353.1,21.0,LMO7
50.0,Group II (Expression only),LMO7_Vehicle,1,353.1,23.0,LMO7
55.0,Group II (Expression only),LMO7_Vehicle,1,353.1,28.0,LMO7
60.0,Group II (Expression only),LMO7_Vehicle,1,353.1,22.0,LMO7
65.0,Group II (Expression only),LMO7_Vehicle,1,353.1,22.0,LMO7
70.0,Group II (Expression only),LMO7_Vehicle,1,353.1,20.0,LMO7
75.0,Group II (Expression only),LMO7_Vehicle,1,353.1,16.0,LMO7
80.0,Group II (Expression only),LMO7_Vehicle,1,353.1,14.0,LMO7
85.0,Group II (Expression only),LMO7_Vehicle,1,353.1,14.0,LMO7
90.0,Group II (Expression only),LMO7_Vehicle,1,353.1,11.0,LMO7
95.0,Group II (Expression only),LMO7_Vehicle,1,353.1,8.0,LMO7
100.0,Group II (Expression only),LMO7_Vehicle,1,353.1,6.0,LMO7
105.0,Group II (Expression only),LMO7_Vehicle,1,353.1,4.0,LMO7
110.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
115.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
120.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
125.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
130.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
135.0,Group II (Expression only),LMO7_Vehicle,1,353.1,2.0,LMO7
140.0,Group II (Expression only),LMO7_Vehicle,1,353.1,1.0,LMO7
15.0,Group II (Expression only),LMO7_Vehicle,2,353.4,3.0,LMO7
20.0,Group II (Expression only),LMO7_Vehicle,2,353.4,7.0,LMO7
25.0,Group II (Expression only),LMO7_Vehicle,2,353.4,7.0,LMO7
30.0,Group II (Expression only),LMO7_Vehicle,2,353.4,7.0,LMO7
35.0,Group II (Expression only),LMO7_Vehicle,2,353.4,7.0,LMO7
40.0,Group II (Expression only),LMO7_Vehicle,2,353.4,6.0,LMO7
45.0,Group II (Expression only),LMO7_Vehicle,2,353.4,7.0,LMO7
50.0,Group II (Expression only),LMO7_Vehicle,2,353.4,11.0,LMO7
55.0,Group II (Expression only),LMO7_Vehicle,2,353.4,12.0,LMO7
60.0,Group II (Expression only),LMO7_Vehicle,2,353.4,12.0,LMO7
65.0,Group II (Expression only),LMO7_Vehicle,2,353.4,13.0,LMO7
70.0,Group II (Expression only),LMO7_Vehicle,2,353.4,19.0,LMO7
75.0,Group II (Expression only),LMO7_Vehicle,2,353.4,25.0,LMO7
80.0,Group II (Expression only),LMO7_Vehicle,2,353.4,15.0,LMO7
85.0,Group II (Expression only),LMO7_Vehicle,2,353.4,16.0,LMO7
90.0,Group II (Expression only),LMO7_Vehicle,2,353.4,16.0,LMO7
95.0,Group II (Expression only),LMO7_Vehicle,2,353.4,16.0,LMO7
100.0,Group II (Expression only),LMO7_Vehicle,2,353.4,16.0,LMO7
105.0,Group II (Expression only),LMO7_Vehicle,2,353.4,15.0,LMO7
110.0,Group II (Expression only),LMO7_Vehicle,2,353.4,17.0,LMO7
115.0,Group II (Expression only),LMO7_Vehicle,2,353.4,15.0,LMO7
120.0,Group II (Expression only),LMO7_Vehicle,2,353.4,15.0,LMO7
125.0,Group II (Expression only),LMO7_Vehicle,2,353.4,15.0,LMO7
130.0,Group II (Expression only),LMO7_Vehicle,2,353.4,14.0,LMO7
135.0,Group II (Expression only),LMO7_Vehicle,2,353.4,14.0,LMO7
140.0,Group II (Expression only),LMO7_Vehicle,2,353.4,12.0,LMO7
145.0,Group II (Expression only),LMO7_Vehicle,2,353.4,13.0,LMO7
150.0,Group II (Expression only),LMO7_Vehicle,2,353.4,9.0,LMO7
155.0,Group II (Expression only),LMO7_Vehicle,2,353.4,8.0,LMO7
160.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
165.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
170.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
175.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
180.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
185.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
190.0,Group II (Expression only),LMO7_Vehicle,2,353.4,4.0,LMO7
195.0,Group II (Expression only),LMO7_Vehicle,2,353.4,4.0,LMO7
200.0,Group II (Expression only),LMO7_Vehicle,2,353.4,4.0,LMO7
205.0,Group II (Expression only),LMO7_Vehicle,2,353.4,6.0,LMO7
210.0,Group II (Expression only),LMO7_Vehicle,2,353.4,5.0,LMO7
215.0,Group II (Expression only),LMO7_Vehicle,2,353.4,3.0,LMO7
220.0,Group II (Expression only),LMO7_Vehicle,2,353.4,3.0,LMO7
225.0,Group II (Expression only),LMO7_Vehicle,2,353.4,3.0,LMO7
230.0,Group II (Expression only),LMO7_Vehicle,2,353.4,2.0,LMO7
235.0,Group II (Expression only),LMO7_Vehicle,2,353.4,2.0,LMO7
240.0,Group II (Expression only),LMO7_Vehicle,2,353.4,2.0,LMO7
245.0,Group II (Expression only),LMO7_Vehicle,2,353.4,2.0,LMO7
250.0,Group II (Expression only),LMO7_Vehicle,2,353.4,1.0,LMO7
255.0,Group II (Expression only),LMO7_Vehicle,2,353.4,1.0,LMO7
10.0,Group II (Expression only),LMO7_Vehicle,3,353.5,5.0,LMO7
15.0,Group II (Expression only),LMO7_Vehicle,3,353.5,8.0,LMO7
20.0,Group II (Expression only),LMO7_Vehicle,3,353.5,16.0,LMO7
25.0,Group II (Expression only),LMO7_Vehicle,3,353.5,15.0,LMO7
30.0,Group II (Expression only),LMO7_Vehicle,3,353.5,15.0,LMO7
35.0,Group II (Expression only),LMO7_Vehicle,3,353.5,14.0,LMO7
40.0,Group II (Expression only),LMO7_Vehicle,3,353.5,22.0,LMO7
45.0,Group II (Expression only),LMO7_Vehicle,3,353.5,20.0,LMO7
50.0,Group II (Expression only),LMO7_Vehicle,3,353.5,22.0,LMO7
55.0,Group II (Expression only),LMO7_Vehicle,3,353.5,20.0,LMO7
60.0,Group II (Expression only),LMO7_Vehicle,3,353.5,19.0,LMO7
65.0,Group II (Expression only),LMO7_Vehicle,3,353.5,21.0,LMO7
70.0,Group II (Expression only),LMO7_Vehicle,3,353.5,22.0,LMO7
75.0,Group II (Expression only),LMO7_Vehicle,3,353.5,18.0,LMO7
80.0,Group II (Expression only),LMO7_Vehicle,3,353.5,18.0,LMO7
85.0,Group II (Expression only),LMO7_Vehicle,3,353.5,17.0,LMO7
90.0,Group II (Expression only),LMO7_Vehicle,3,353.5,16.0,LMO7
95.0,Group II (Expression only),LMO7_Vehicle,3,353.5,16.0,LMO7
100.0,Group II (Expression only),LMO7_Vehicle,3,353.5,17.0,LMO7
105.0,Group II (Expression only),LMO7_Vehicle,3,353.5,13.0,LMO7
110.0,Group II (Expression only),LMO7_Vehicle,3,353.5,14.0,LMO7
115.0,Group II (Expression only),LMO7_Vehicle,3,353.5,10.0,LMO7
120.0,Group II (Expression only),LMO7_Vehicle,3,353.5,9.0,LMO7
125.0,Group II (Expression only),LMO7_Vehicle,3,353.5,8.0,LMO7
130.0,Group II (Expression only),LMO7_Vehicle,3,353.5,7.0,LMO7
135.0,Group II (Expression only),LMO7_Vehicle,3,353.5,8.0,LMO7
140.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
145.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
150.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
155.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
160.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
165.0,Group II (Expression only),LMO7_Vehicle,3,353.5,3.0,LMO7
170.0,Group II (Expression only),LMO7_Vehicle,3,353.5,2.0,LMO7
175.0,Group II (Expression only),LMO7_Vehicle,3,353.5,1.0,LMO7
180.0,Group II (Expression only),LMO7_Vehicle,3,353.5,1.0,LMO7
10.0,Group II (Expression only),LMO7_Vehicle,4,353.6,3.0,LMO7
15.0,Group II (Expression only),LMO7_Vehicle,4,353.6,5.0,LMO7
20.0,Group II (Expression only),LMO7_Vehicle,4,353.6,8.0,LMO7
