radius_um,condition,replicate,sample_id,intersections
70.0,DREADD/CNO,4,,13.0
75.0,DREADD/CNO,4,,14.0
80.0,DREADD/CNO,4,,12.0
85.0,DREADD/CNO,4,,12.0
90.0,DREADD/CNO,4,,11.0
95.0,DREADD/CNO,4,,10.0
100.0,DREADD/CNO,4,,10.0
105.0,DREADD/CNO,4,,9.0
110.0,DREADD/CNO,4,,9.0
115.0,DREADD/CNO,4,,7.0
120.0,DREADD/CNO,4,,6.0
125.0,DREADD/CNO,4,,6.0
130.0,DREADD/CNO,4,,5.0
135.0,DREADD/CNO,4,,5.0
140.0,DREADD/CNO,4,,5.0
145.0,DREADD/CNO,4,,5.0
150.0,DREADD/CNO,4,,5.0
155.0,DREADD/CNO,4,,4.0
160.0,DREADD/CNO,4,,3.0
165.0,DREADD/CNO,4,,2.0
170.0,DREADD/CNO,4,,2.0
175.0,DREADD/CNO,4,,1.0
180.0,DREADD/CNO,4,,1.0
10.0,DREADD/CNO,5,,2.0
15.0,DREADD/CNO,5,,4.0
20.0,DREADD/CNO,5,,5.0
25.0,DREADD/CNO,5,,6.0
30.0,DREADD/CNO,5,,7.0
35.0,DREADD/CNO,5,,8.0
40.0,DREADD/CNO,5,,6.0
45.0,DREADD/CNO,5,,6.0
50.0,DREADD/CNO,5,,6.0
55.0,DREADD/CNO,5,,6.0
60.0,DREADD/CNO,5,,6.0
65.0,DREADD/CNO,5,,7.0
70.0,DREADD/CNO,5,,7.0
75.0,DREADD/CNO,5,,7.0
80.0,DREADD/CNO,5,,7.0
85.0,DREADD/CNO,5,,7.0
90.0,DREADD/CNO,5,,7.0
95.0,DREADD/CNO,5,,6.0
100.0,DREADD/CNO,5,,6.0
105.0,DREADD/CNO,5,,6.0
110.0,DREADD/CNO,5,,6.0
115.0,DREADD/CNO,5,,6.0
120.0,DREADD/CNO,5,,6.0
125.0,DREADD/CNO,5,,8.0
130.0,DREADD/CNO,5,,7.0
135.0,DREADD/CNO,5,,6.0
140.0,DREADD/CNO,5,,6.0
145.0,DREADD/CNO,5,,6.0
150.0,DREADD/CNO,5,,5.0
155.0,DREADD/CNO,5,,5.0
160.0,DREADD/CNO,5,,4.0
165.0,DREADD/CNO,5,,4.0
170.0,DREADD/CNO,5,,4.0
175.0,DREADD/CNO,5,,4.0
180.0,DREADD/CNO,5,,3.0
185.0,DREADD/CNO,5,,3.0
190.0,DREADD/CNO,5,,3.0
195.0,DREADD/CNO,5,,2.0
200.0,DREADD/CNO,5,,2.0
205.0,DREADD/CNO,5,,2.0
210.0,DREADD/CNO,5,,2.0
215.0,DREADD/CNO,5,,2.0
220.0,DREADD/CNO,5,,1.0
225.0,DREADD/CNO,5,,1.0
230.0,DREADD/CNO,5,,1.0
235.0,DREADD/CNO,5,,1.0
240.0,DREADD/CNO,5,,1.0
245.0,DREADD/CNO,5,,1.0
250.0,DREADD/CNO,5,,1.0
255.0,DREADD/CNO,5,,1.0
260.0,DREADD/CNO,5,,1.0
265.0,DREADD/CNO,5,,1.0
270.0,DREADD/CNO,5,,1.0
275.0,DREADD/CNO,5,,1.0
280.0,DREADD/CNO,5,,1.0
15.0,DREADD/CNO,6,,1.0
20.0,DREADD/CNO,6,,5.0
25.0,DREADD/CNO,6,,9.0
30.0,DREADD/CNO,6,,7.0
35.0,DREADD/CNO,6,,7.0
40.0,DREADD/CNO,6,,7.0
45.0,DREADD/CNO,6,,7.0
50.0,DREADD/CNO,6,,8.0
55.0,DREADD/CNO,6,,8.0
60.0,DREADD/CNO,6,,8.0
65.0,DREADD/CNO,6,,8.0
70.0,DREADD/CNO,6,,9.0
75.0,DREADD/CNO,6,,7.0
80.0,DREADD/CNO,6,,8.0
85.0,DREADD/CNO,6,,8.0
90.0,DREADD/CNO,6,,8.0
95.0,DREADD/CNO,6,,8.0
100.0,DREADD/CNO,6,,8.0
105.0,DREADD/CNO,6,,8.0
110.0,DREADD/CNO,6,,8.0
115.0,DREADD/CNO,6,,8.0
120.0,DREADD/CNO,6,,8.0
125.0,DREADD/CNO,6,,8.0
130.0,DREADD/CNO,6,,9.0
135.0,DREADD/CNO,6,,9.0
140.0,DREADD/CNO,6,,9.0
145.0,DREADD/CNO,6,,9.0
150.0,DREADD/CNO,6,,9.0
155.0,DREADD/CNO,6,,9.0
160.0,DREADD/CNO,6,,10.0
165.0,DREADD/CNO,6,,17.0
170.0,DREADD/CNO,6,,14.0
175.0,DREADD/CNO,6,,13.0
180.0,DREADD/CNO,6,,13.0
185.0,DREADD/CNO,6,,12.0
190.0,DREADD/CNO,6,,12.0
195.0,DREADD/CNO,6,,12.0
200.0,DREADD/CNO,6,,12.0
205.0,DREADD/CNO,6,,12.0
210.0,DREADD/CNO,6,,11.0
215.0,DREADD/CNO,6,,10.0
220.0,DREADD/CNO,6,,10.0
225.0,DREADD/CNO,6,,10.0
230.0,DREADD/CNO,6,,9.0
235.0,DREADD/CNO,6,,9.0
240.0,DREADD/CNO,6,,6.0
245.0,DREADD/CNO,6,,4.0
250.0,DREADD/CNO,6,,2.0
255.0,DREADD/CNO,6,,2.0
260.0,DREADD/CNO,6,,1.0
265.0,DREADD/CNO,6,,1.0
270.0,DREADD/CNO,6,,1.0
15.0,DREADD/CNO,7,,1.0
20.0,DREADD/CNO,7,,2.0
25.0,DREADD/CNO,7,,3.0
30.0,DREADD/CNO,7,,4.0
35.0,DREADD/CNO,7,,4.0
40.0,DREADD/CNO,7,,5.0
45.0,DREADD/CNO,7,,5.0
50.0,DREADD/CNO,7,,6.0
55.0,DREADD/CNO,7,,6.0
60.0,DREADD/CNO,7,,6.0
65.0,DREADD/CNO,7,,6.0
70.0,DREADD/CNO,7,,6.0
75.0,DREADD/CNO,7,,6.0
80.0,DREADD/CNO,7,,5.0
85.0,DREADD/CNO,7,,6.0
90.0,DREADD/CNO,7,,6.0
95.0,DREADD/CNO,7,,6.0
100.0,DREADD/CNO,7,,6.0
105.0,DREADD/CNO,7,,6.0
110.0,DREADD/CNO,7,,6.0
115.0,DREADD/CNO,7,,7.0
120.0,DREADD/CNO,7,,8.0
125.0,DREADD/CNO,7,,8.0
130.0,DREADD/CNO,7,,8.0
135.0,DREADD/CNO,7,,8.0
140.0,DREADD/CNO,7,,7.0
145.0,DREADD/CNO,7,,7.0
150.0,DREADD/CNO,7,,7.0
155.0,DREADD/CNO,7,,8.0
160.0,DREADD/CNO,7,,7.0
165.0,DREADD/CNO,7,,7.0
170.0,DREADD/CNO,7,,7.0
175.0,DREADD/CNO,7,,7.0
180.0,DREADD/CNO,7,,5.0
185.0,DREADD/CNO,7,,5.0
190.0,DREADD/CNO,7,,4.0
195.0,DREADD/CNO,7,,4.0
200.0,DREADD/CNO,7,,4.0
205.0,DREADD/CNO,7,,3.0
210.0,DREADD/CNO,7,,3.0
215.0,DREADD/CNO,7,,3.0
220.0,DREADD/CNO,7,,2.0
225.0,DREADD/CNO,7,,1.0
230.0,DREADD/CNO,7,,1.0
235.0,DREADD/CNO,7,,1.0
240.0,DREADD/CNO,7,,1.0
245.0,DREADD/CNO,7,,1.0
250.0,DREADD/CNO,7,,1.0
255.0,DREADD/CNO,7,,1.0
260.0,DREADD/CNO,7,,1.0
265.0,DREADD/CNO,7,,1.0
10.0,DREADD/CNO,8,,3.0
15.0,DREADD/CNO,8,,4.0
20.0,DREADD/CNO,8,,6.0
25.0,DREADD/CNO,8,,6.0
30.0,DREADD/CNO,8,,6.0
35.0,DREADD/CNO,8,,6.0
40.0,DREADD/CNO,8,,6.0
45.0,DREADD/CNO,8,,6.0
50.0,DREADD/CNO,8,,7.0
55.0,DREADD/CNO,8,,8.0
60.0,DREADD/CNO,8,,8.0
65.0,DREADD/CNO,8,,7.0
70.0,DREADD/CNO,8,,7.0
75.0,DREADD/CNO,8,,7.0
80.0,DREADD/CNO,8,,7.0
85.0,DREADD/CNO,8,,7.0
90.0,DREADD/CNO,8,,8.0
95.0,DREADD/CNO,8,,8.0
100.0,DREADD/CNO,8,,8.0
105.0,DREADD/CNO,8,,8.0
110.0,DREADD/CNO,8,,9.0
115.0,DREADD/CNO,8,,9.0
120.0,DREADD/CNO,8,,11.0
125.0,DREADD/CNO,8,,11.0
130.0,DREADD/CNO,8,,11.0
135.0,DREADD/CNO,8,,10.0
140.0,DREADD/CNO,8,,10.0
145.0,DREADD/CNO,8,,9.0
150.0,DREADD/CNO,8,,9.0
155.0,DREADD/CNO,8,,9.0
160.0,DREADD/CNO,8,,9.0
165.0,DREADD/CNO,8,,9.0
170.0,DREADD/CNO,8,,9.0
175.0,DREADD/CNO,8,,8.0
180.0,DREADD/CNO,8,,8.0
185.0,DREADD/CNO,8,,8.0
190.0,DREADD/CNO,8,,8.0
195.0,DREADD/CNO,8,,8.0
200.0,DREADD/CNO,8,,7.0
205.0,DREADD/CNO,8,,6.0
210.0,DREADD/CNO,8,,6.0
215.0,DREADD/CNO,8,,4.0
220.0,DREADD/CNO,8,,6.0
225.0,DREADD/CNO,8,,7.0
230.0,DREADD/CNO,8,,6.0
235.0,DREADD/CNO,8,,5.0
240.0,DREADD/CNO,8,,5.0
245.0,DREADD/CNO,8,,4.0
250.0,DREADD/CNO,8,,2.0
255.0,DREADD/CNO,8,,2.0
260.0,DREADD/CNO,8,,2.0
265.0,DREADD/CNO,8,,1.0
10.0,DREADD/CNO,9,,2.0
15.0,DREADD/CNO,9,,4.0
20.0,DREADD/CNO,9,,5.0
25.0,DREADD/CNO,9,,5.0
30.0,DREADD/CNO,9,,5.0
35.0,DREADD/CNO,9,,5.0
40.0,DREADD/CNO,9,,5.0
45.0,DREADD/CNO,9,,5.0
50.0,DREADD/CNO,9,,5.0
55.0,DREADD/CNO,9,,5.0
60.0,DREADD/CNO,9,,5.0
65.0,DREADD/CNO,9,,5.0
70.0,DREADD/CNO,9,,5.0
75.0,DREADD/CNO,9,,6.0
80.0,DREADD/CNO,9,,5.0
85.0,DREADD/CNO,9,,7.0
90.0,DREADD/CNO,9,,7.0
95.0,DREADD/CNO,9,,9.0
100.0,DREADD/CNO,9,,9.0
105.0,DREADD/CNO,9,,9.0
110.0,DREADD/CNO,9,,9.0
115.0,DREADD/CNO,9,,9.0
120.0,DREADD/CNO,9,,9.0
125.0,DREADD/CNO,9,,9.0
130.0,DREADD/CNO,9,,10.0
135.0,DREADD/CNO,9,,10.0
140.0,DREADD/CNO,9,,8.0
145.0,DREADD/CNO,9,,9.0
150.0,DREADD/CNO,9,,8.0
155.0,DREADD/CNO,9,,10.0
160.0,DREADD/CNO,9,,8.0
165.0,DREADD/CNO,9,,8.0
170.0,DREADD/CNO,9,,6.0
175.0,DREADD/CNO,9,,6.0
180.0,DREADD/CNO,9,,6.0
185.0,DREADD/CNO,9,,4.0
190.0,DREADD/CNO,9,,4.0
195.0,DREADD/CNO,9,,4.0
200.0,DREADD/CNO,9,,4.0
205.0,DREADD/CNO,9,,4.0
210.0,DREADD/CNO,9,,4.0
215.0,DREADD/CNO,9,,3.0
220.0,DREADD/CNO,9,,3.0
225.0,DREADD/CNO,9,,3.0
230.0,DREADD/CNO,9,,3.0
235.0,DREADD/CNO,9,,3.0
240.0,DREADD/CNO,9,,2.0
245.0,DREADD/CNO,9,,2.0
250.0,DREADD/CNO,9,,2.0
255.0,DREADD/CNO,9,,2.0
260.0,DREADD/CNO,9,,2.0
265.0,DREADD/CNO,9,,2.0
270.0,DREADD/CNO,9,,2.0
275.0,DREADD/CNO,9,,2.0
280.0,DREADD/CNO,9,,1.0
285.0,DREADD/CNO,9,,1.0
15.0,DREADD/CNO,10,,2.0
20.0,DREADD/CNO,10,,4.0
25.0,DREADD/CNO,10,,6.0
30.0,DREADD/CNO,10,,6.0
35.0,DREADD/CNO,10,,6.0
40.0,DREADD/CNO,10,,6.0
45.0,DREADD/CNO,10,,7.0
50.0,DREADD/CNO,10,,7.0
55.0,DREADD/CNO,10,,7.0
60.0,DREADD/CNO,10,,7.0
65.0,DREADD/CNO,10,,7.0
70.0,DREADD/CNO,10,,7.0
75.0,DREADD/CNO,10,,7.0
80.0,DREADD/CNO,10,,7.0
85.0,DREADD/CNO,10,,6.0
90.0,DREADD/CNO,10,,6.0
95.0,DREADD/CNO,10,,7.0
100.0,DREADD/CNO,10,,7.0
105.0,DREADD/CNO,10,,8.0
110.0,DREADD/CNO,10,,8.0
115.0,DREADD/CNO,10,,8.0
120.0,DREADD/CNO,10,,10.0
125.0,DREADD/CNO,10,,8.0
130.0,DREADD/CNO,10,,8.0
135.0,DREADD/CNO,10,,7.0
140.0,DREADD/CNO,10,,7.0
145.0,DREADD/CNO,10,,7.0
150.0,DREADD/CNO,10,,7.0
155.0,DREADD/CNO,10,,6.0
160.0,DREADD/CNO,10,,6.0
165.0,DREADD/CNO,10,,6.0
170.0,DREADD/CNO,10,,6.0
175.0,DREADD/CNO,10,,6.0
180.0,DREADD/CNO,10,,5.0
185.0,DREADD/CNO,10,,4.0
190.0,DREADD/CNO,10,,4.0
195.0,DREADD/CNO,10,,4.0
200.0,DREADD/CNO,10,,4.0
205.0,DREADD/CNO,10,,4.0
210.0,DREADD/CNO,10,,4.0
215.0,DREADD/CNO,10,,4.0
220.0,DREADD/CNO,10,,3.0
225.0,DREADD/CNO,10,,2.0
230.0,DREADD/CNO,10,,2.0
235.0,DREADD/CNO,10,,2.0
240.0,DREADD/CNO,10,,2.0
245.0,DREADD/CNO,10,,1.0
250.0,DREADD/CNO,10,,1.0
255.0,DREADD/CNO,10,,1.0
260.0,DREADD/CNO,10,,1.0
265.0,DREADD/CNO,10,,1.0
270.0,DREADD/CNO,10,,1.0
275.0,DREADD/CNO,10,,1.0
280.0,DREADD/CNO,10,,1.0
285.0,DREADD/CNO,10,,1.0
290.0,DREADD/CNO,10,,1.0
295.0,DREADD/CNO,10,,1.0
300.0,DREADD/CNO,10,,1.0
15.0,DREADD/CNO,11,,3.0
20.0,DREADD/CNO,11,,7.0
25.0,DREADD/CNO,11,,7.0
30.0,DREADD/CNO,11,,8.0
35.0,DREADD/CNO,11,,9.0
40.0,DREADD/CNO,11,,9.0
45.0,DREADD/CNO,11,,9.0
50.0,DREADD/CNO,11,,9.0
55.0,DREADD/CNO,11,,10.0
60.0,DREADD/CNO,11,,12.0
65.0,DREADD/CNO,11,,10.0
70.0,DREADD/CNO,11,,10.0
75.0,DREADD/CNO,11,,10.0
80.0,DREADD/CNO,11,,10.0
85.0,DREADD/CNO,11,,10.0
90.0,DREADD/CNO,11,,9.0
95.0,DREADD/CNO,11,,7.0
100.0,DREADD/CNO,11,,7.0
105.0,DREADD/CNO,11,,7.0
110.0,DREADD/CNO,11,,5.0
115.0,DREADD/CNO,11,,6.0
120.0,DREADD/CNO,11,,6.0
125.0,DREADD/CNO,11,,6.0
130.0,DREADD/CNO,11,,6.0
135.0,DREADD/CNO,11,,7.0
140.0,DREADD/CNO,11,,7.0
145.0,DREADD/CNO,11,,7.0
150.0,DREADD/CNO,11,,7.0
155.0,DREADD/CNO,11,,7.0
160.0,DREADD/CNO,11,,7.0
165.0,DREADD/CNO,11,,7.0
170.0,DREADD/CNO,11,,7.0
175.0,DREADD/CNO,11,,7.0
180.0,DREADD/CNO,11,,4.0
185.0,DREADD/CNO,11,,4.0
190.0,DREADD/CNO,11,,4.0
195.0,DREADD/CNO,11,,3.0
200.0,DREADD/CNO,11,,3.0
205.0,DREADD/CNO,11,,3.0
210.0,DREADD/CNO,11,,2.0
215.0,DREADD/CNO,11,,2.0
220.0,DREADD/CNO,11,,1.0
225.0,DREADD/CNO,11,,1.0
15.0,DREADD/CNO,12,,3.0
20.0,DREADD/CNO,12,,4.0
25.0,DREADD/CNO,12,,4.0
30.0,DREADD/CNO,12,,4.0
35.0,DREADD/CNO,12,,4.0
40.0,DREADD/CNO,12,,4.0
45.0,DREADD/CNO,12,,4.0
50.0,DREADD/CNO,12,,4.0
55.0,DREADD/CNO,12,,5.0
60.0,DREADD/CNO,12,,7.0
65.0,DREADD/CNO,12,,7.0
70.0,DREADD/CNO,12,,7.0
75.0,DREADD/CNO,12,,9.0
80.0,DREADD/CNO,12,,9.0
85.0,DREADD/CNO,12,,9.0
90.0,DREADD/CNO,12,,9.0
95.0,DREADD/CNO,12,,9.0
100.0,DREADD/CNO,12,,9.0
105.0,DREADD/CNO,12,,9.0
110.0,DREADD/CNO,12,,8.0
115.0,DREADD/CNO,12,,9.0
120.0,DREADD/CNO,12,,9.0
125.0,DREADD/CNO,12,,10.0
130.0,DREADD/CNO,12,,9.0
135.0,DREADD/CNO,12,,9.0
140.0,DREADD/CNO,12,,10.0
145.0,DREADD/CNO,12,,11.0
150.0,DREADD/CNO,12,,11.0
155.0,DREADD/CNO,12,,11.0
160.0,DREADD/CNO,12,,11.0
165.0,DREADD/CNO,12,,10.0
170.0,DREADD/CNO,12,,10.0
175.0,DREADD/CNO,12,,10.0
180.0,DREADD/CNO,12,,8.0
185.0,DREADD/CNO,12,,7.0
190.0,DREADD/CNO,12,,7.0
195.0,DREADD/CNO,12,,6.0
200.0,DREADD/CNO,12,,5.0
205.0,DREADD/CNO,12,,4.0
210.0,DREADD/CNO,12,,3.0
215.0,DREADD/CNO,12,,3.0
220.0,DREADD/CNO,12,,3.0
225.0,DREADD/CNO,12,,3.0
230.0,DREADD/CNO,12,,3.0
235.0,DREADD/CNO,12,,3.0
240.0,DREADD/CNO,12,,9.0
245.0,DREADD/CNO,12,,2.0
250.0,DREADD/CNO,12,,1.0
255.0,DREADD/CNO,12,,1.0
260.0,DREADD/CNO,12,,1.0
265.0,DREADD/CNO,12,,1.0
270.0,DREADD/CNO,12,,1.0
275.0,DREADD/CNO,12,,1.0
280.0,DREADD/CNO,12,,1.0
285.0,DREADD/CNO,12,,1.0
290.0,DREADD/CNO,12,,1.0
295.0,DREADD/CNO,12,,1.0
10.0,LMO7,1,353.1,2.0
15.0,LMO7,1,353.1,8.0
20.0,LMO7,1,353.1,11.0
25.0,LMO7,1,353.1,13.0
30.0,LMO7,1,353.1,14.0
35.0,LMO7,1,353.1,17.0
40.0,LMO7,1,353.1,20.0
45.0,LMO7,1,353.1,21.0
50.0,LMO7,1,353.1,23.0
55.0,LMO7,1,353.1,28.0
60.0,LMO7,1,353.1,22.0
65.0,LMO7,1,353.1,22.0
70.0,LMO7,1,353.1,20.0
75.0,LMO7,1,353.1,16.0
80.0,LMO7,1,353.1,14.0
85.0,LMO7,1,353.1,14.0
90.0,LMO7,1,353.1,11.0
95.0,LMO7,1,353.1,8.0
100.0,LMO7,1,353.1,6.0
105.0,LMO7,1,353.1,4.0
110.0,LMO7,1,353.1,2.0
115.0,LMO7,1,353.1,2.0
120.0,LMO7,1,353.1,2.0
125.0,LMO7,1,353.1,2.0
130.0,LMO7,1,353.1,2.0
135.0,LMO7,1,353.1,2.0
140.0,LMO7,1,353.1,1.0
15.0,LMO7,2,353.4,3.0
20.0,LMO7,2,353.4,7.0
25.0,LMO7,2,353.4,7.0
30.0,LMO7,2,353.4,7.0
35.0,LMO7,2,353.4,7.0
40.0,LMO7,2,353.4,6.0
45.0,LMO7,2,353.4,7.0
50.0,LMO7,2,353.4,11.0
55.0,LMO7,2,353.4,12.0
60.0,LMO7,2,353.4,12.0
65.0,LMO7,2,353.4,13.0
70.0,LMO7,2,353.4,19.0
75.0,LMO7,2,353.4,25.0
80.0,LMO7,2,353.4,15.0
85.0,LMO7,2,353.4,16.0
90.0,LMO7,2,353.4,16.0
95.0,LMO7,2,353.4,16.0
100.0,LMO7,2,353.4,16.0
105.0,LMO7,2,353.4,15.0
110.0,LMO7,2,353.4,17.0
115.0,LMO7,2,353.4,15.0
120.0,LMO7,2,353.4,15.0
125.0,LMO7,2,353.4,15.0
130.0,LMO7,2,353.4,14.0
135.0,LMO7,2,353.4,14.0
140.0,LMO7,2,353.4,12.0
145.0,LMO7,2,353.4,13.0
150.0,LMO7,2,353.4,9.0
155.0,LMO7,2,353.4,8.0
160.0,LMO7,2,353.4,5.0
165.0,LMO7,2,353.4,5.0
170.0,LMO7,2,353.4,5.0
175.0,LMO7,2,353.4,5.0
180.0,LMO7,2,353.4,5.0
185.0,LMO7,2,353.4,5.0
190.0,LMO7,2,353.4,4.0
195.0,LMO7,2,353.4,4.0
200.0,LMO7,2,353.4,4.0
205.0,LMO7,2,353.4,6.0
210.0,LMO7,2,353.4,5.0
215.0,LMO7,2,353.4,3.0
220.0,LMO7,2,353.4,3.0
225.0,LMO7,2,353.4,3.0
230.0,LMO7,2,353.4,2.0
235.0,LMO7,2,353.4,2.0
240.0,LMO7,2,353.4,2.0
245.0,LMO7,2,353.4,2.0
250.0,LMO7,2,353.4,1.0
255.0,LMO7,2,353.4,1.0
10.0,LMO7,3,353.5,5.0
15.0,LMO7,3,353.5,8.0
20.0,LMO7,3,353.5,16.0
25.0,LMO7,3,353.5,15.0
30.0,LMO7,3,353.5,15.0
35.0,LMO7,3,353.5,14.0
40.0,LMO7,3,353.5,22.0
45.0,LMO7,3,353.5,20.0
50.0,LMO7,3,353.5,22.0
55.0,LMO7,3,353.5,20.0
60.0,LMO7,3,353.5,19.0
65.0,LMO7,3,353.5,21.0
70.0,LMO7,3,353.5,22.0
75.0,LMO7,3,353.5,18.0
80.0,LMO7,3,353.5,18.0
85.0,LMO7,3,353.5,17.0
90.0,LMO7,3,353.5,16.0
95.0,LMO7,3,353.5,16.0
100.0,LMO7,3,353.5,17.0
105.0,LMO7,3,353.5,13.0
110.0,LMO7,3,353.5,14.0
115.0,LMO7,3,353.5,10.0
120.0,LMO7,3,353.5,9.0
125.0,LMO7,3,353.5,8.0
130.0,LMO7,3,353.5,7.0
135.0,LMO7,3,353.5,8.0
140.0,LMO7,3,353.5,3.0
145.0,LMO7,3,353.5,3.0
150.0,LMO7,3,353.5,3.0
155.0,LMO7,3,353.5,3.0
160.0,LMO7,3,353.5,3.0
165.0,LMO7,3,353.5,3.0
170.0,LMO7,3,353.5,2.0
175.0,LMO7,3,353.5,1.0
180.0,LMO7,3,353.5,1.0
10.0,LMO7,4,353.6,3.0
15.0,LMO7,4,353.6,5.0
20.0,LMO7,4,353.6,8.0
25.0,LMO7,4,353.6,10.0
30.0,LMO7,4,353.6,11.0
35.0,LMO7,4,353.6,10.0
40.0,LMO7,4,353.6,13.0
45.0,LMO7,4,353.6,13.0
50.0,LMO7,4,353.6,17.0
55.0,LMO7,4,353.6,17.0
60.0,LMO7,4,353.6,23.0
65.0,LMO7,4,353.6,17.0
70.0,LMO7,4,353.6,14.0
75.0,LMO7,4,353.6,15.0
80.0,LMO7,4,353.6,19.0
85.0,LMO7,4,353.6,10.0
90.0,LMO7,4,353.6,12.0
95.0,LMO7,4,353.6,12.0
100.0,LMO7,4,353.6,10.0
105.0,LMO7,4,353.6,10.0
110.0,LMO7,4,353.6,9.0
115.0,LMO7,4,353.6,8.0
120.0,LMO7,4,353.6,7.0
125.0,LMO7,4,353.6,5.0
130.0,LMO7,4,353.6,5.0
135.0,LMO7,4,353.6,5.0
140.0,LMO7,4,353.6,4.0
145.0,LMO7,4,353.6,4.0
150.0,LMO7,4,353.6,4.0
155.0,LMO7,4,353.6,4.0
160.0,LMO7,4,353.6,5.0
165.0,LMO7,4,353.6,5.0
170.0,LMO7,4,353.6,4.0
175.0,LMO7,4,353.6,2.0
180.0,LMO7,4,353.6,2.0
185.0,LMO7,4,353.6,2.0
190.0,LMO7,4,353.6,2.0
195.0,LMO7,4,353.6,2.0
200.0,LMO7,4,353.6,2.0
205.0,LMO7,4,353.6,2.0
210.0,LMO7,4,353.6,1.0
10.0,LMO7,5,353.7,5.0
15.0,LMO7,5,353.7,15.0
20.0,LMO7,5,353.7,20.0
25.0,LMO7,5,353.7,18.0
30.0,LMO7,5,353.7,20.0
35.0,LMO7,5,353.7,20.0
40.0,LMO7,5,353.7,22.0
45.0,LMO7,5,353.7,22.0
50.0,LMO7,5,353.7,25.0
55.0,LMO7,5,353.7,19.0
60.0,LMO7,5,353.7,27.0
65.0,LMO7,5,353.7,24.0
70.0,LMO7,5,353.7,24.0
75.0,LMO7,5,353.7,22.0
80.0,LMO7,5,353.7,22.0
85.0,LMO7,5,353.7,21.0
90.0,LMO7,5,353.7,22.0
95.0,LMO7,5,353.7,22.0
100.0,LMO7,5,353.7,19.0
105.0,LMO7,5,353.7,18.0
110.0,LMO7,5,353.7,18.0
115.0,LMO7,5,353.7,17.0
120.0,LMO7,5,353.7,14.0
125.0,LMO7,5,353.7,14.0
130.0,LMO7,5,353.7,13.0
135.0,LMO7,5,353.7,10.0
140.0,LMO7,5,353.7,8.0
145.0,LMO7,5,353.7,8.0
150.0,LMO7,5,353.7,9.0
155.0,LMO7,5,353.7,7.0
160.0,LMO7,5,353.7,7.0
165.0,LMO7,5,353.7,7.0
170.0,LMO7,5,353.7,7.0
175.0,LMO7,5,353.7,5.0
180.0,LMO7,5,353.7,5.0
185.0,LMO7,5,353.7,4.0
190.0,LMO7,5,353.7,4.0
195.0,LMO7,5,353.7,4.0
200.0,LMO7,5,353.7,5.0
205.0,LMO7,5,353.7,3.0
210.0,LMO7,5,353.7,3.0
215.0,LMO7,5,353.7,4.0
220.0,LMO7,5,353.7,3.0
225.0,LMO7,5,353.7,3.0
230.0,LMO7,5,353.7,3.0
235.0,LMO7,5,353.7,3.0
240.0,LMO7,5,353.7,2.0
245.0,LMO7,5,353.7,2.0
250.0,LMO7,5,353.7,2.0
15.0,LMO7,6,353.8,2.0
20.0,LMO7,6,353.8,5.0
25.0,LMO7,6,353.8,10.0
30.0,LMO7,6,353.8,7.0
35.0,LMO7,6,353.8,8.0
40.0,LMO7,6,353.8,8.0
45.0,LMO7,6,353.8,9.0
50.0,LMO7,6,353.8,7.0
55.0,LMO7,6,353.8,6.0
60.0,LMO7,6,353.8,6.0
65.0,LMO7,6,353.8,5.0
70.0,LMO7,6,353.8,6.0
75.0,LMO7,6,353.8,6.0
80.0,LMO7,6,353.8,5.0
85.0,LMO7,6,353.8,6.0
90.0,LMO7,6,353.8,6.0
95.0,LMO7,6,353.8,5.0
100.0,LMO7,6,353.8,5.0
105.0,LMO7,6,353.8,5.0
110.0,LMO7,6,353.8,6.0
115.0,LMO7,6,353.8,6.0
120.0,LMO7,6,353.8,6.0
125.0,LMO7,6,353.8,6.0
130.0,LMO7,6,353.8,6.0
135.0,LMO7,6,353.8,6.0
140.0,LMO7,6,353.8,6.0
145.0,LMO7,6,353.8,5.0
150.0,LMO7,6,353.8,5.0
155.0,LMO7,6,353.8,5.0
160.0,LMO7,6,353.8,5.0
165.0,LMO7,6,353.8,5.0
170.0,LMO7,6,353.8,5.0
175.0,LMO7,6,353.8,5.0
180.0,LMO7,6,353.8,5.0
185.0,LMO7,6,353.8,5.0
190.0,LMO7,6,353.8,5.0
195.0,LMO7,6,353.8,5.0
200.0,LMO7,6,353.8,5.0
205.0,LMO7,6,353.8,4.0
210.0,LMO7,6,353.8,5.0
215.0,LMO7,6,353.8,4.0
220.0,LMO7,6,353.8,4.0
225.0,LMO7,6,353.8,4.0
230.0,LMO7,6,353.8,4.0
235.0,LMO7,6,353.8,4.0
240.0,LMO7,6,353.8,4.0
245.0,LMO7,6,353.8,3.0
250.0,LMO7,6,353.8,3.0
255.0,LMO7,6,353.8,3.0
260.0,LMO7,6,353.8,1.0
265.0,LMO7,6,353.8,1.0
270.0,LMO7,6,353.8,2.0
10.0,LMO7,7,353.1,5.0
15.0,LMO7,7,353.1,9.0
20.0,LMO7,7,353.1,13.0
25.0,LMO7,7,353.1,14.0
30.0,LMO7,7,353.1,13.0
35.0,LMO7,7,353.1,15.0
40.0,LMO7,7,353.1,17.0
45.0,LMO7,7,353.1,17.0
50.0,LMO7,7,353.1,18.0
55.0,LMO7,7,353.1,16.0
60.0,LMO7,7,353.1,15.0
65.0,LMO7,7,353.1,11.0
